Fecha,Texto,Usuario,Localización,Longitud,Latitud
2020-06-06 14:20:46,"RT @F_Sanchez_Drago: Menos mal que Trump aguanta. El paro baja, la bolsa sube, la economía remonta, el virus retrocede, los ultras palidece…",Piliturrion,,,
2020-06-06 14:20:50,Datos del paro: El paro vuelve a subir en mayo y ya hay 6 millones de personas cobrando una prestación https://t.co/upqGGpKVwt,rotaryvalledccs,"Chacao, Venezuela",,
2020-06-06 14:20:50,@pnique @PabloIglesias A parte de pagar tarde y mal los ERTES (sin contar los q aun quedan por pagar) ahora nos dan… https://t.co/aVlQH3H5hq,mario23412221,,,
2020-06-06 14:20:52,"@javieranhell @okdiario Joder tío que es un barrio que está al lado del río, el centro, prácticamente de todo, no v… https://t.co/slg2RVAcB4",thefreesnake,,,
2020-06-06 14:20:52,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",HEAB0101,"Metropolitana de Santiago, Chi",,
2020-06-06 14:20:53,"RT @F_Sanchez_Drago: Menos mal que Trump aguanta. El paro baja, la bolsa sube, la economía remonta, el virus retrocede, los ultras palidece…",jartodeprogres,,,
2020-06-06 14:20:56,"@trasmonte1955 @yowahini @raquel_wales @PODEMOS Y no cobro paro, cobro es el subsidio por desempleo que dan luego d… https://t.co/FYWA2a0mmX",SenderoPagano,"A Coruña, España",,
2020-06-06 14:20:56,"RT @LaRadioMAK: ""Los culpables del desempleo son los vagos que no laburan. Los culpables del endeudamiento son los países que toman deuda.…",c2958436149e44f,"Vicente López, Argentina",,
2020-06-06 14:20:58,Paro a faxina pra ver Barbie simmm,Juliasousag17,,,
2020-06-06 14:20:59,@matthewbennett Este arregla las listas del paro en tres o cuatro series que le dejen hacer.,CuerpoSapiens,"Cádiz y alrededores, España",,
2020-06-06 14:21:00,me paro y me caigo DEL SUEÑO,natiicasta07,Bouchard,,
2020-06-06 14:21:01,"RT @mujer_alienada: No paro de mirar la ilustración y solo veo ""compañerismo"". ¿Qué mente perturbada ve machismo ahí? 🤦🏻‍♀️🤦🏻‍♀️",jmbs_vip,,,
2020-06-06 14:21:02,"RT @qtf: IMÁGENES de Reforma, Polanco, Embajada de EEUU ... me estruja el corazón. Aterrador ver las consecuencias de los discursos de odio…",atros_t10,,,
2020-06-06 14:21:03,RT @the_raven77: En la anterior crisis me quedé en paro y después de un tiempo empecé en un nuevo trabajo radicalmente distinto al anterior…,Peich16,Saturnalia,,
2020-06-06 14:21:06,"RT @KakahCRF: vai parar de me seguir eu paro igual, tem nenhum famoso aqui n",cpsgab,"Lambari, Minas Gerais",,
2020-06-06 14:21:07,"RT @ChauOperetaK: 🇺🇲ESTADOS UNIDOS: Ya se generaron dos millones y medio de puestos de trabajo en plena pandemia.

🇦🇷ARGENTINA: Sigue creci…",Chuchu37394023,,,
2020-06-06 14:21:08,"@milhita13 @isun_gomez @brunobbto09 Se han reido de ti y de la legion, de mi te puedo asegurar q no. No voto a nadi… https://t.co/Uh3lsyeMYa",IsabelGomezEsc1,,,
2020-06-06 14:21:09,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",rosanadelgado19,Melipilla,,
2020-06-06 14:21:09,"“Universitarios van rumbo al desempleo”

No importa cuando leas esto. 

Pandemia por Covid lleva a universitarios r… https://t.co/y9mx17rZai",LuisAguilar3,CDMX,,
2020-06-06 14:21:11,RT @CanalMalagaRTV: El @PSOEmalaga asegura que la reactivación económica está reduciendo el número de trabajadores incluidos en los ERTE. S…,Migueln48921339,,,
2020-06-06 14:21:12,RT @pagina12: Paro y movilización en Uruguay contra el ajuste en plena pandemia https://t.co/XZbGHVKgRQ,calandolapiedra,,,
2020-06-06 14:21:13,"RT @rafaespana: 1/8 ¿Cuál es el problema con la deflación?
Que, mientras los precios caen, se vuelve más atractivo tener el dinero quieto v…",egonzalezba,BOGOTA,,
2020-06-06 14:21:15,RT @blueaura2: Lo escuché. A qué se debe la diferencia? Acaso se pagaban más almuerzos que los que efectivamente se daban? O esos almuerzas…,Sofialioreto,Uruguay,,
2020-06-06 14:21:16,RT @franibar10: Habría que hacer un compilatorio de todos los economistas que hablaron de 25% de desempleo. Algunos profesores de universid…,cointacoromoto,"Caracas, Venezuela",,
2020-06-06 14:21:18,RT @naatanieto: No paro de pensar en todo lo que podría estar haciendo si no estuviera encerrada,GuadaMendez714,"Córdoba, Argentina",,
2020-06-06 14:21:20,"RT @JEcheverriZ: Peluquerías, industria y construcción salen de los ERTE mientras bancos y medios de comunicación los amplían
En el mes de…",bea2174100785,,,
2020-06-06 14:21:22,RT @Tiemposalvaje: ¿Cómo se puede dormir hoy día 5 de mayo sin cobrar el ERTE y habiendo votado a Podemos?...,MaiteMa33084900,,,
2020-06-06 14:21:25,"RT @Aranciojelyfish: ※再掲
『绿谷总受哨兵向导PARO』 https://t.co/6cuPWprdsm",niiinckyuu,• ela/dela ♡,,
2020-06-06 14:21:28,RT @_philipcrf: as vezes eu paro e me perguntou “será c eu vou viver isto de novo?” “vou gostar literalmente de alguém de novo?” são tantas…,AgathaCrf,,,
2020-06-06 14:21:28,RT @isaacj: Medio millón de empleos 'pillados' con un ERTE se perderán si el Gobierno no flexibiliza los plazos: https://t.co/pilWgpO8VS,ElHorchata,,,
2020-06-06 14:21:34,"RT @kristimancilla: @Jou_Kaiser Pucha qué es cierto.... Es lamentable ahora por cualquier cosa hacen paro.... Y quieren un título regalado,…",Copito17768151,,,
2020-06-06 14:21:38,RT @garczareck_: eu sou alérgica a gatos. a minha amiga tem uns 10 gatos. mal consigo abrir meu olho e não paro de espirrar.,giihbc_,"Brasília, Brasil",,
2020-06-06 14:21:39,RT @FIJEZAYA_Coste0: @Ber15711828 @IsidoroMarquez1 @BERTA86789943 @ABC_Canarias @okdiario @UnionTTPs @xAntonioni @ApTemporales @SOS_TPublic…,gfrteve,,,
2020-06-06 14:21:41,RT @libre_mercado: Medio millón de empleos 'pillados' con un ERTE se perderán si el Gobierno no flexibiliza los plazos https://t.co/UNpi2oe…,TrinxeCarlovich,,,
2020-06-06 14:21:42,"RT @FrayJosepho: El turismo en la ruina, los autónomos desesperados, muchas empresas cerradas, subidas asfixiantes de impuestos, aumento br…",rojodestenido,Cornellá,,
2020-06-06 14:21:48,RT @Tiemposalvaje: ¿Cómo se puede dormir hoy día 5 de mayo sin cobrar el ERTE y habiendo votado a Podemos?...,j_jesusmm,"Barcelona, España",,
2020-06-06 14:21:48,Cara quando eu paro pra pensar em que ja me apx por dois irmãos gêmeos kkkk dá vontade de me matarrrr porém n me arrependo,B_randaoJuliana,"Ribeirão do Pinhal, Brasil",,
2020-06-06 14:21:50,"RT @ChauOperetaK: 🇺🇲ESTADOS UNIDOS: Ya se generaron dos millones y medio de puestos de trabajo en plena pandemia.

🇦🇷ARGENTINA: Sigue creci…",SamuraiToto,"Aichi-ken, Japan",,
2020-06-06 14:21:53,"@quiquepeinado Rellenar titulares para poder ampliar con algo más ya que no podían poner nada  más sobre Venezuela,… https://t.co/DNcN4oFHIn",AngelilloAmaya,,,
2020-06-06 14:21:53,"Que cobren la pensión máxima de un ciudadano de a pie y punto. Si nosotros podemos vivir ellos también, y sino nadi… https://t.co/8UtmeOWIdx",regaliza2003,En el mundo de la pintura. ,,
2020-06-06 14:21:55,RT @DeyB07251431: @LolalaurelS @Trito92 @cpgsaade @ARENAOFICIAL Yo a los choler boy de javier siman no les paro bola,Trito92,USA,,
2020-06-06 14:21:59,"RT @isalomu3: Señoras, señores....

Me acaban de comunicar, que el próximo lunes, me incorporo a mi puesto de trabajo.... se acabó el ERTE!…",BlancaMerck,,,
2020-06-06 14:21:59,"RT @F_Sanchez_Drago: Menos mal que Trump aguanta. El paro baja, la bolsa sube, la economía remonta, el virus retrocede, los ultras palidece…",bacunayagua,,,
2020-06-06 14:22:03,"@singularisprfct Tata se der tudo errado fala ""cavalo"" q aí eu já paro de ver",lalamarinhooo,,,
2020-06-06 14:22:04,"La bestia ha ido copiando los decires y las acciones de Chavez, ya pronto veremos videos de él diciendo: “exprópies… https://t.co/It0JmSIc5y",Francis71232256,,,
2020-06-06 14:22:07,@_moraesnii por isso paro de responde 😅,segueodiogo,,,
2020-06-06 14:22:12,RT @Tiemposalvaje: ¿Cómo se puede dormir hoy día 5 de mayo sin cobrar el ERTE y habiendo votado a Podemos?...,cvallepr,,,
2020-06-06 14:22:12,"@merv59 Buen Día profe ese es el dilema! esté cuento de la cuarentena contrario a lo que dicen los medios, fué mal… https://t.co/meLNABEt1J",WatchManojo,,,
2020-06-06 14:22:12,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",meluhnkolee,,,
2020-06-06 14:22:13,"RT @F_Sanchez_Drago: Menos mal que Trump aguanta. El paro baja, la bolsa sube, la economía remonta, el virus retrocede, los ultras palidece…",BogotaVox,,,
2020-06-06 14:22:13,"no paro de reírme con la pelotuda que todo el tiempo interrupme el zoom y dice cualquier cosa, la profe le tiro ke diceeee, si vos decís😂😂",LeiBarbieri,,,
2020-06-06 14:22:14,"RT @rafaespana: 1/8 ¿Cuál es el problema con la deflación?
Que, mientras los precios caen, se vuelve más atractivo tener el dinero quieto v…",JhoanSFuentes,,,
2020-06-06 14:22:14,"RT @TrabajadoresOJ: 💪10 MESES DE LUCHA💪
Se cumplen diez meses del incendio provocado en Ondajaén. 
En este tiempo...
❌Han cerrado Ondajaén…",Alvarocobo_17,"Porcuna, España",,
2020-06-06 14:22:14,"Se eu entro no tt e tem coisa acontecendo tipo as dos últimos dias, eu paro e vou procurar em fcs confiáveis o que… https://t.co/VeDMqu4z8p",TTjinie,,,
2020-06-06 14:22:16,"RT @isalomu3: Señoras, señores....

Me acaban de comunicar, que el próximo lunes, me incorporo a mi puesto de trabajo.... se acabó el ERTE!…",marisolpiero,"Torrevieja, España",,
2020-06-06 14:22:17,"RT @CristoBustos: No cerraron el aeropuerto a tiempo, no giran plata a los hospitales, no protegen nuestros médicos, desecharon la renta bá…",ClausJuan2019,"Bogotá, D.C., Colombia",,
2020-06-06 14:22:18,RT @luis_gj: @mario_delgado @MarioBeteta A meterse con los ahorros de los trabajadores en vez de implementar medidas contra el desempleo.…,CarlosC20903999,,,
2020-06-06 14:22:19,Pandemia por Covid lleva a universitarios rumbo al desempleo https://t.co/lc6Kh90ZlT,Omar_Astorga,,,
2020-06-06 14:22:22,@DrStrangeisback @PangolinWall @Tonicanto1 @juanrallo No puedo estar más de acuerdo. Si se quiere que la gente teng… https://t.co/oQ3OXg1mL9,TarsaWoW,,,
2020-06-06 14:22:24,Última vez que tiro paro en mi vida,juanQamtz,,,
2020-06-06 14:22:26,"Os van a dejar en paro, pero es por vuestro bien.",JuanmaLk16,Cádiz/Madrid,,
2020-06-06 14:22:27,Aún con #COVID19 #EEUU disminuyó el desempleo y las encuestas daban OBVIO GANADOR a .@realDonaldTrump  y están en p… https://t.co/T2Hk3zJz6W,JAMESBORN30,"CORO - PUNTO FIJO, VENEZUELA",,
2020-06-06 14:22:28,5 curtidas e largo mão de ser troxa,Vivi_zanarelli,Hm,,
2020-06-06 14:22:29,RT @the_raven77: En la anterior crisis me quedé en paro y después de un tiempo empecé en un nuevo trabajo radicalmente distinto al anterior…,Myth2305,"A Coruña, España",,
2020-06-06 14:22:30,"@javiernegre10 @EstadoDAlarmaTV @AGUSTINMART @TeresaBueyes @CandidoConde Tu vives del periodismo ,es por hacer algo… https://t.co/ZwC5N0HwGl",karbunko1,guadalajara ESPAÑA,,
2020-06-06 14:22:33,"@Kynodontas1 @exp_economia Se te ha caído esto: En febrero el paro en USA estaba en el 3,5%. ¿En cuanto estaba el e… https://t.co/LPmaTesfm9",JURINMA,"Chicago, IL",,
2020-06-06 14:22:33,"RT @versusparaguay: Cambia, todo cambia

Hasta última hora de este viernes, los futbolistas de General Díaz se habían plantado al paro, per…",Chester014,,,
2020-06-06 14:22:33,RT @GabriellyBessa3: Na onda que eu 'to eu não paro mais🔥🎶🤪 https://t.co/LJqEL91N0X,kaio_lemes_,"Criminópolis, Brasil",,
2020-06-06 14:22:35,"RT @Hipsterl0s: Auch interessant, dass durch die Einführung des mech. Baumwollentkörners 1793 zwar die Dauer der Entkörnung durch Sklavenha…",halblogisch,,,
2020-06-06 14:22:36,RT @lisboa_adriene: Será que vou conseguir evita? https://t.co/tefGahxWVD,karolayne_aaa,Favelinha city ♥️,,
2020-06-06 14:22:39,"RT @CristoBustos: No cerraron el aeropuerto a tiempo, no giran plata a los hospitales, no protegen nuestros médicos, desecharon la renta bá…",lfelipeospinal,"Pereira,Colombia",,
2020-06-06 14:22:40,"RT @CCCabildoTfe: La continuidad del programa de mayores Ansina y sus 57 profesionales es una lucha de todos

Nuestro apoyo a las trabajado…",ofeliamanjon_c,Tenerife,,
2020-06-06 14:22:41,Meu Deus não paro de correr kk,rivotrildakeyla,"Rio de Janeiro, Brasil",,
2020-06-06 14:22:43,"RT @Anahata_1: El facha de Trump ha creado 2,5 millones de empleos y aquí cerca de un millón sin cobrar el ERTE desde hace tres meses.

Per…",Fernand22514237,,,
2020-06-06 14:22:43,"RT @Josefajavieraaa: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao;…",ASlenguaje1,Santiago de Chile,,
2020-06-06 14:22:44,"Después de cuatro años, el resultado la acción concertada de medios de comunicación, empresas y poder judicial de d… https://t.co/zjmCj5Y31K",irapaport,Chiloé,,
2020-06-06 14:22:46,RT @_philipcrf: as vezes eu paro e me perguntou “será c eu vou viver isto de novo?” “vou gostar literalmente de alguém de novo?” são tantas…,clarenhabolina,,,
2020-06-06 14:22:51,"RT @peliasbm: ¡Hola! Mi hermana está vendiendo mascarillas reusables de algodón porque es parte del 13.7% de desempleados en 🇺🇸

También vi…",LilitaFiguera,Santiago de Chile,,
2020-06-06 14:22:52,"RT @inesibarguen: Por los tres meses. Desempleo, quiebra, ningún protocolo de Salud, ninguna fecha de apertura. Reportes médicos mal hechos…",libreideal,Guatemala,,
2020-06-06 14:22:54,"RT @ChauOperetaK: 🇺🇲ESTADOS UNIDOS: Ya se generaron dos millones y medio de puestos de trabajo en plena pandemia.

🇦🇷ARGENTINA: Sigue creci…",chavezraulnuevo,,,
2020-06-06 14:22:56,RT @magnateUSA: Si con esto no cae el Nobel de la Paz yo ya no sé.,biel_c16,,,
2020-06-06 14:22:57,"RT @luisoliveros13: Mientras aquí estamos hablando de medios de pagos, escasez de gasolina y mendigando ayuda humanitaria, la economía de E…",Hefestionbu,Ubuntu,,
2020-06-06 14:22:57,RT @Flbrendaa: Será?? https://t.co/C1WRoTMfue,karolayne_aaa,Favelinha city ♥️,,
2020-06-06 14:22:58,"RT @LariosHector: Detrás de las cifras de pobreza y desempleo hay rostros y familias con incertidumbre.

Son muchos los mexicanos que se si…",AlfredoDvila6,"Ciudad Victoria, Tamaulipas",,
2020-06-06 14:22:59,realmente não paro de chorar,O6_13s,Σωκράτης,,
2020-06-06 14:22:59,"RT @TOMASNUEZ1: Trenes al 100%, Servicios a Bordo al 100% Ya!!!
2000 trabajadorxs en un ERTE. INICIO DE LA ACTIVIDAD YA!!!!! @Renfe @abalos…",Maribel93725585,,,
2020-06-06 14:23:01,"RT @juanfherrero: Hay cifras que si crecen con la 4T:

- Las perdidas acumuladas de PEMEX en esta administración superan $900 mil millones.…",CerezasAlLicor,En la red,,
2020-06-06 14:23:02,"RT @Aranciojelyfish: ※再掲
『绿谷总受哨兵向导PARO』 https://t.co/6cuPWprdsm",Darth_Exantus,,,
2020-06-06 14:23:05,"RT @cleosagas1: Hola @Ruiz_Noticias podrías pasarle esto a Joaquín?
Gracias, es q el viernes dijo q se habían reducido en dos millones y me…",VSanchezGn,,,
2020-06-06 14:23:07,"RT @Marysa191988: La derecha crea empleos precarios, la izquierda paro de calidad.",laxebrava,Ribeira,,
2020-06-06 14:23:07,"@perfil_lotadoo Me sigam ai sigo, de volta 🔥
Se parar de seguir tbm paro.🤙🏻❌",com_malvada,,,
2020-06-06 14:23:08,"RT @F_Sanchez_Drago: Menos mal que Trump aguanta. El paro baja, la bolsa sube, la economía remonta, el virus retrocede, los ultras palidece…",elliottness70,,,
2020-06-06 14:23:09,"RT @FrayJosepho: El turismo en la ruina, los autónomos desesperados, muchas empresas cerradas, subidas asfixiantes de impuestos, aumento br…",barroco62,,,
2020-06-06 14:23:11,"RT @LariosHector: Detrás de las cifras de pobreza y desempleo hay rostros y familias con incertidumbre.

Son muchos los mexicanos que se si…",luismoralesr1,México,,
2020-06-06 14:23:12,"RT @Marysa191988: La derecha crea empleos precarios, la izquierda paro de calidad.",MiOtroYo_Folks,,,
2020-06-06 14:23:14,@crissmoyanooo Callate si cuando yo me vesti asi no se te paro del cagaso,AbriiGime,Argentina - Neuquen capital,,
2020-06-06 14:23:15,"@BonelliOK @SantiCafiero @radiomitre Peor catástrofe, cometida por este gobierno, desde las paso, IMPOSIBLE !! 
Ade… https://t.co/9NoajCw1ms",Luis73052841,,,
2020-06-06 14:23:17,"No se que me pasa hoy pero veo mis labios muy besables, perdón perdin ya paro https://t.co/o34yX0RwFs",zLeGnDz3r0,"Los Molinos del Rey, España",,
2020-06-06 14:23:18,"RT @MrDoctorOficial: Cuando uno tiene intension de compartir el conocimiento sin recibir nada a cambio, va y lo hace. Esas fotos las tomaro…",Rokapocaliptico,,,
2020-06-06 14:23:19,#amloRATA #amloASESINO #yeidckolASESINA #GobiernoCriminal #GobiernoAsesino #GobiernoDeInutiles #amloCOBARDE… https://t.co/oRdhr1K1al,NIGHT_SEAGULL,,,
2020-06-06 14:23:21,"“calma filha, quando eu arranjar meu namorado eu paro de pegar o seu”
PQ VCS SE ORGULHAM DISSO? é muito feio e desrespeitoso cara",mariaeaalmeida,"Sao Paulo, Brazil",,
2020-06-06 14:23:22,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",nobitacollipal,Chile,,
2020-06-06 14:23:22,The most gas thing I’ve ever seen probably,sokyo97,"Atlanta, Ga",,
2020-06-06 14:23:23,"RT @soundariyuvaraj: They look like an art here 😍😍😍

#Rangrasiya #Paro #RudraPratapRanawat #PaRud #AshishSharma #SanayaIrani https://t.co/J…",Cute18543883,,,
2020-06-06 14:23:23,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",Roosssar28,,,
2020-06-06 14:23:24,RT @DiariodeNavarra: El SNE prepara una oferta de formación para personas en ERTE https://t.co/QX40ROsMBX,cronicas_diary,,,
2020-06-06 14:23:24,RT @Rafapaniza: @BriiFeline @PrisionesEstado @victoriah991 @vox_es @populares @CiudadanosCs Los internos tienen facilidades que el resto no…,987Goretti,Burgos (España),,
2020-06-06 14:23:25,"RT @qtf: IMÁGENES de Reforma, Polanco, Embajada de EEUU ... me estruja el corazón. Aterrador ver las consecuencias de los discursos de odio…",lucarcrudi,,,
2020-06-06 14:23:26,"RT @Aranciojelyfish: ※再掲
『绿谷总受哨兵向导PARO』 https://t.co/6cuPWprdsm",sokyo97,"Atlanta, Ga",,
2020-06-06 14:23:28,"@baessett amiga não paro quieta, já mudei",jadnsoloist,slytherin,,
2020-06-06 14:23:28,@trajaza paro brincadeira tem hora https://t.co/JOcBbObfR2,SKZCH3RRY,⠀⠀⠀⠀⠀⠀⠀ ⌕    𝗯𝘂𝘀𝘁𝗲𝗿𝘀  ,,
2020-06-06 14:23:30,"Me lo dicen todos, pero hasta que no me rompo la cabeza contra la pared, no paro",AgustinaJofre,"San Juan, Argentina",,
2020-06-06 14:23:30,Meu mal é que eu deixo tudo pra cima da hora eu nn paro c essa mania feia ao,Joycinharss,,,
2020-06-06 14:23:32,"Rusia registra un segundo fármaco contra la COVID-19, china paro la pandemia con el antigripal que usa el fármaco f… https://t.co/kN1Nnzwp5M",amksolangel,lima,,
2020-06-06 14:23:32,se me chamar de amor nem paro pra pensar,oliweirafran,,,
2020-06-06 14:23:33,@joseluisescriva @sanchezcastejon La verdad por suerte yo no necesito esta ayuda pero gracias a todo lo que está ha… https://t.co/ZGnrdmzy9T,Nomebusques10,,,
2020-06-06 14:23:33,RT @DFinanciero: #DataDF Tasa de desempleo en Estados Unidos se aleja del 20% esperado https://t.co/H62oabnIvX https://t.co/g5JvjEBkaz,jaramilloandara,,,
2020-06-06 14:23:33,“Será que se eu gritar bem alto paro de sentir?”,24_franciscon,Toledo-PR,,
2020-06-06 14:23:34,"Eu poderia falar 30 minutos sem parar sobre:

1- Nada.

Não consigo me concentrar em apenas um assunto, começo com… https://t.co/LaTWlOWO0a",_herminhoo,,,
2020-06-06 14:23:35,RT @LuciaDammert: Uno de los problemas que enfrentan algunas autoridades que buscan realizar cambios en la policía en USA es un paro de act…,crodriguezv,Villa Alemana,,
2020-06-06 14:23:35,Cuántas familias siguen pasando horas delante del ordenador y colgadas del teléfono porque aún no han cobrado la pr… https://t.co/YTiB0Ym4Uu,quietorl,España,,
2020-06-06 14:23:37,RT @Ber15711828: @Alcor2020 @SanLaborda @FeSP_UGT @FSCdeCCOO @CSIFnacional @CarolinaDarias @ApTemporales @sanchezcastejon @PabloIglesias @Y…,Ana97676303,,,
2020-06-06 14:23:40,"RT @AABenedetti: Como va la cosa la crisis la van a pagar los jóvenes con su futuro, los médicos, la pequeña y mediana industria, los viejo…",Alexari23088662,,,
2020-06-06 14:23:40,"RT @laderechadiario: 🇺🇸 | #Economia: a pesar de los ""expertos"" que indicaban un nivel de desempleo alrededor del 20%, el mes de mayo mostró…",tonycaro3,"Mérida, Yucatán.",,
2020-06-06 14:23:42,"RT @FrayJosepho: El turismo en la ruina, los autónomos desesperados, muchas empresas cerradas, subidas asfixiantes de impuestos, aumento br…",mpiluca,Barcelona,,
2020-06-06 14:23:43,RT @nefeerr: Por mucho que derecha repita que con salarios altos las empresas se van. En Suecia el salario medio es de 43.692 euros y las e…,juanrrcc,Cádiz,,
2020-06-06 14:23:44,"RT @FrayJosepho: El turismo en la ruina, los autónomos desesperados, muchas empresas cerradas, subidas asfixiantes de impuestos, aumento br…",CIANOWAND,,,
2020-06-06 14:23:44,RT @Unknown15096366: E sempre que ouço essa música não paro de pensar em nós dois juntos,s_almeida97_,,,
2020-06-06 14:23:45,"@patonet Esto ya se conoció durante la sesión del viernes, tras el dato, y ni se inmutó el mercado. Terminaron haci… https://t.co/3qjGBhkT7F",Albitamix,España,,
2020-06-06 14:23:46,"RT @aetchebarne: Mal que le pese a los marxistas, el mercado de EEUU está volando, en mayo recuperó 2,5 millones de empleos y el desempleo…",mvprofe,,,
2020-06-06 14:23:46,@anabfrts se explodir pelo menos eu paro de sentir dor 👍🏻,bsantzz,"Rio de Janeiro, Brasil",,
2020-06-06 14:23:48,"RT @senadormotoa: Medidas del Gobierno para enfrentar el #desempleo son importantes, pero insuficientes.

Alternativas para reactivar econo…",puentesmarcela1,"ÜT: 4.705429,-74.229632",,
2020-06-06 14:23:51,@virgenbellaca Un cierto tipo de desempleo adicional.,avstmyrz,,,
2020-06-06 14:23:51,"P q no os la echáis vosotros, q por desgracia  para España, estáis en el Gobierno? Estos impresentables, no se dan… https://t.co/LCBKWAZ8op",Movidamadrid1,,,
2020-06-06 14:23:52,"RT @qtf: IMÁGENES de Reforma, Polanco, Embajada de EEUU ... me estruja el corazón. Aterrador ver las consecuencias de los discursos de odio…",alexanderback1,México,,
2020-06-06 14:23:54,@sugik_agus @FaGtng @Aryprasetyo85 @NirmalaaFirdaus @DivHumas_Polri @_andre_88_ @WagimanDeep212 Kalau ane atas name… https://t.co/vIs2WkxmhY,ZinninSyim,,,
2020-06-06 14:23:55,@CuarentenaVip Irán a seguro de paro??? Boinnnng,JorgeFi34209323,,,
2020-06-06 14:23:58,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",sngsng_aa,she/her/ella/la/bonita uou,,
2020-06-06 14:24:00,Al igual que el Movimiento #15M esta propuesta de Solución a la #CrisisEconómica y de #Conciencia en #España 🇪🇸 fue… https://t.co/mstEBfMgHx,IniciaticoViaje,V*I*V*E,,
2020-06-06 14:23:59,RT @AliciaAlarcon: Así que rece para que el presidente consiga por lo menos el 10% de la cantidad ridícula de los empleos que prometió de a…,leibu,,,
2020-06-06 14:24:01,@ArijitmINC @TajinderBagga Halka Mute suye paro.. Boli WB e jhanda dhorar lok ache to?? Na setaw Bham der sathe share Kore korchen??,imamar9,,,
2020-06-06 14:24:03,"@desdelamoncloa @empleo_SEPE Y sobre los ertes, no cogeis el teléfono, no se puede contactar. Llevo desde el 18 de… https://t.co/9DePqxXKDX",virtualFer,España,,
2020-06-06 14:24:04,"RT @Anahata_1: El facha de Trump ha creado 2,5 millones de empleos y aquí cerca de un millón sin cobrar el ERTE desde hace tres meses.

Per…",InblankoT,,,
2020-06-06 14:24:05,"@burrosuy Se mantuvo baja la tasa de desempleo metiendo empleados publicos... la realidad es la del sector privado,… https://t.co/W6y46mkRex",buencarlitos,Uruguay,,
2020-06-06 14:24:06,RT @PrensaUy: LR21: Araceli Desiderio: Del paisajismo y militar en Un Solo Uruguay a dirigir el BPS: El Banco de Previsión Social (BPS) es…,johnmilestouya,"Montevideo, Uruguay",,
2020-06-06 14:24:08,De las pocas periodistas que se expresan y se atreven a cuestionar a AMLO. Felicidades por tu amor a México y tu va… https://t.co/wq6RdulLmH,yola71,MEXICO,,
2020-06-06 14:24:08,"RT @ChauOperetaK: 🇺🇲ESTADOS UNIDOS: Ya se generaron dos millones y medio de puestos de trabajo en plena pandemia.

🇦🇷ARGENTINA: Sigue creci…",guillermosorasi,Argentina,,
2020-06-06 14:24:08,😲😲,elpregrinogris,,,
2020-06-06 14:24:08,@SyrianJorge @SanLuisGob1 @SaludSanLuis @JefaturaGabSL Cuando van a levantar el paro de colectivos...,Hectorv86399056,,,
2020-06-06 14:24:10,RT @errordesconocid: Aquí se pone en duda hasta la hora que da el gobierno chino pero nos tragamos la tasa de paro que da EEUU.,guayllen,Madrí-Leon-Santibañez de Rueda,,
2020-06-06 14:24:10,"RT @qtf: IMÁGENES de Reforma, Polanco, Embajada de EEUU ... me estruja el corazón. Aterrador ver las consecuencias de los discursos de odio…",BalazosCharro,,,
2020-06-06 14:24:11,"@estebangerbasi @AsambleaVE no se quejan, solo hacen el paro...",portas_hannibal,,,
2020-06-06 14:24:11,"Desnutrición, violencia delincuencial, policial y política. Suicidios, presos políticos, inflación, desempleo, ause… https://t.co/ZNp5a4gS1L",adrianliberman,,,
2020-06-06 14:24:13,"@kla_181 1 es poco bebé, yo me paro hasta la comida 😊",Feerrnaaandiita,,,
2020-06-06 14:24:13,"Ho solo due voti, è paro.. sono in confusione ora.
Non fatemelo floppare pls 🙏🏻🥺",purpleecclouds,방탄소년단🌌📍,,
2020-06-06 14:24:13,"RT @SirVGB: Los ERTE son la principal contribución de la reforma laboral de 2012, aquella que tanto empeño teneis en derogar. No os colguéi…",itsjustme02468,,,
2020-06-06 14:24:14,"RT @pratseva: La tasa de paro de EEUU baja al 13,3% en mayo y se crean 2,5 millones de empleos https://t.co/PSOJMiynL7",TrajanoGonzalez,Málaga,,
2020-06-06 14:24:17,"RT @rafaespana: 1/8 ¿Cuál es el problema con la deflación?
Que, mientras los precios caen, se vuelve más atractivo tener el dinero quieto v…",ConnieAlfonso5,"Bogotá, D.C., Colombia",,
2020-06-06 14:24:18,RT @spitta1969: Kichi dijo que había 40 mil millones de estadounidenses desempleados?,germankiero,,,
