Fecha,Texto,Usuario,Localización,Longitud,Latitud
2020-06-06 15:57:03,"@fargote507 Quisiera comprender kmo trabaja esto n la Economía ! 3.3 billones para evitar desempleo y cierre, pero… https://t.co/hrEQMjmuLa",cu_cita1946,Panamá,,
2020-06-06 15:57:04,@iescolar Hablas como si un ERTE no lo tuviese que aprobar el gobierno,David60283880,"País Vasco, España",,
2020-06-06 15:57:06,",,,,, a esta sigo",hiraicookies_,,,
2020-06-06 15:57:07,¡Indignad@s #15M está disponible! https://t.co/iNMiRsWAXY #15m #crisiseconómica,espinete2005,"Madrid, España",,
2020-06-06 15:57:07,"Hay que reactivar la economía
El comercio y el turismo es la respuesta @Presidencia_Ec @Lenin @ottosonnenh… https://t.co/cTC0fHiaex",GuidoPovedaBurg,ECUADOR,,
2020-06-06 15:57:09,"RT @Aranciojelyfish: ※再掲
『绿谷总受哨兵向导PARO』 https://t.co/6cuPWprdsm",ArtsyxBee,,,
2020-06-06 15:57:10,"@miazeradograu mano eu tive um sonho tão gostoso hj, pior q eu nn paro de pensar nele e na pessoa q odiooo",florianoo14,,,
2020-06-06 15:57:12,"RT @qtf: IMÁGENES de Reforma, Polanco, Embajada de EEUU ... me estruja el corazón. Aterrador ver las consecuencias de los discursos de odio…",Pajarindo,México,,
2020-06-06 15:57:13,"¿Eso ha sido manipulación, mentira o incompetencia? 
Por favor no decidan por forofismo.
Piensen en lo que diríamos… https://t.co/cyOkPbXog4",RSLR_Ricardo,"Em ""o ronsel da Lua""",,
2020-06-06 15:57:16,"RT @elmundoes: Pablo Iglesias exhibe los ERTE como la ""principal contribución"" de Podemos en la crisis por el coronavirus . https://t.co/AL…",rosapitufaC,"Valencia, España",,
2020-06-06 15:57:17,"RT @qtf: IMÁGENES de Reforma, Polanco, Embajada de EEUU ... me estruja el corazón. Aterrador ver las consecuencias de los discursos de odio…",arirang999,"Tlalpan, Distrito Federal",,
2020-06-06 15:57:17,"RT @Aranciojelyfish: ※再掲
『绿谷总受哨兵向导PARO』 https://t.co/6cuPWprdsm",ainokaorii,,,
2020-06-06 15:57:18,"RT @Fumatron_S: Que no os confundan los de VOX con el término despectivo ""paguita"", la prestación contributiva y el subsidio por desempleo…",ianandersonje,,,
2020-06-06 15:57:20,"RT @listillo69: El #paro sube en 300.000 personas, la mayor subida de la historia en el mes de Abril.
No somos conscientes de donde nos vam…",Monra03231136,,,
2020-06-06 15:57:21,@menduco_liberal @FactsSocialist Lo dices omo si la medición del desempleo en USA fuera fiable https://t.co/B8inUdcxXz,ClearLyrics_,,,
2020-06-06 15:57:24,"RT @EquipoTrump: Joe Biden declaro que el “desempleo de los hispanos creció”. ¡Está totalmente perdido!

LA VERDAD: La tasa de desempleo CA…",AdelineIona,,,
2020-06-06 15:57:26,"RT @AFECTADOS_ERTE: En este caso la empresa tiene que volver a pasar el excel, ¿A lo mejor no lo ha cargado bien?",AlexKrueger74,España,,
2020-06-06 15:57:26,muk erte 10000000000x bs ga si,Apinkoahy,non dating,,
2020-06-06 15:57:28,RT @debora_gbarbosa: Meu dilema do YouTube é muito simples: ou eu leio os comentários pra receber feedback e ver o que vocês querem que eu…,luizpereirajr1,,,
2020-06-06 15:57:29,"RT @eldiarioes: Trump celebra los datos del paro mencionando a George Floyd: ""Debe estar mirándonos desde allá arriba pensando que hoy es u…",Vaisens_,C•A•T,,
2020-06-06 15:57:30,EU: baja el desempleo y se crean 2.5 millones de puestos de trabajo via @ElNuevoSiglo https://t.co/C7SiS2nQla,Apolomark,Medellin,,
2020-06-06 15:57:30,comecei a fumar c 13 anos mas paro quando quiser n sou viciado,mochileiroclick,"Ceres, Brasil",,
2020-06-06 15:57:30,"EN CUANTO A LA BAJA DEL DÓLAR, ESO SE PRODUJO A FINES DEL MES DE MAYO LO QUE NO INCIDIRÍA EN FORMA GRAVE EN EL CÁLC… https://t.co/PMKDe7MaUS",franciscosols16,,,
2020-06-06 15:57:30,"Diferencias entre un país colectivista y un país individualista.

Un fracaso las medidas de @MartinVizcarraC un fra… https://t.co/dvYQd65ISs",AldoDeVivo,Perú,,
2020-06-06 15:57:31,RT @COHIRIENTE: @OrbitaEduardo De este especulador que ha tumbado divisas y con ello ha hecho más pobres a todos los ciudadanos de un pais…,maribelmyltrr,"Honrubia, España",,
2020-06-06 15:57:31,"RT @oscarcerda56: Insólito, similar al paro de estudiantes de Arquitectura de la misma Universidad de Chile que señalaban tener sueño, acá…",oscarcerda56,"Las Condes, Santiago de Chile",,
2020-06-06 15:57:34,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",kingandcrooss,,,
2020-06-06 15:57:37,@BTS_twlr Me da un paro,sunbaeknj, 𝙵𝚒𝚛𝚜𝚝 𝚕𝚘𝚟𝚎 🖇♥ »,,
2020-06-06 15:57:39,"RT @Regia_Pam: La izquierda y el virus  son la causa de todos los males. La desobediencia a las normas que permite el contagio, y el desemp…",Regia_Pam,,,
2020-06-06 15:57:41,"odeio me acostumar a falar com alguém todos os dias, sinto falta p caralho quando paro de falar com a pessoa",antuneskellyy,curiosidade ou saudade ?,,
2020-06-06 15:57:44,RT @DInous80: Y aqui esta la autentica realidad de porque no se cambia la ley de Tropa y Marineria que manda al paro a miles de militares a…,corteganoalejo,Elche Alicante,,
2020-06-06 15:57:44,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",AlHeartF,"los angeles, chile",,
2020-06-06 15:57:45,@soniasevillona Ta buena la cerveza de la Salu pero yo paro en el de al lao,barbarrilete11,"Sevilla, España",,
2020-06-06 15:57:45,@MorbosoPanita Esa paja estuvo deliciosa. Ya se me paro,Mateo123590651,,,
2020-06-06 15:57:45,"RT @CapitanApio: Juan Rallo es TT y me he acordado de tres de sus grandes éxitos:
1. Que los pobres puedan vender sus órganos. 
2. Pronósti…",LaChicaDel_17,,,
2020-06-06 15:57:47,RT @JavierArocaA: Pues resulta que el entusiasmo sobre las cifras del paro en EEUU era un error estadístico .  Y ėstos no son epidemiólogos.,AlbaeRomero,,,
2020-06-06 15:57:47,"RT @Tiemposalvaje: Junio colas del hambre, ERTE sin cobrar,paro y pobreza ¿el votante del PSOE qué le contará a su familia?..",meliiisa03,"San Vicente del Raspeig, España",,
2020-06-06 15:57:48,RT @mateoizquierd0: No me creo la repentina agilidad de la Fiscalía. Esta caja china intenta crear la percepción de eficiencia mientras tap…,chabeliti63,Patria Grande,,
2020-06-06 15:57:49,"RT @NoticiasRCN: 🔴📺 EN VIVO | @angelccabrera, Ministro de Trabajo, resuelve las dudas de nuestros televidentes sobre los horarios laborales…",yolandaposada20,,,
2020-06-06 15:57:49,RT @ArgentinaLiamP: Estaba buscando más fotos de la caída de Liam para publicar un tweet diciendo que Liam predijo el 2020 pero encontré es…,frdirectionersx,Directionerland,,
2020-06-06 15:57:50,Cuando les digo que estoy llorando es POSTA no paro de llorar xq apareció no me pasaba esto hace banda L' ouis t amo  con toda mí alma,sweetomlinsunn,Harry's dimple,,
2020-06-06 15:57:52,pequeno príncipe.. paro de graça.,namusatanic,ㅤㅤㅤㅤ⭟,,
2020-06-06 15:57:53,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",InezzaPstasIta1,"Villa Alemana, Chile",,
2020-06-06 15:57:53,RT @Primicias: El alcalde Jorge Yunda (@LoroHomero) llegó al cargo con el 21% de votos. Su popularidad y gestión tienen dos momentos clave:…,Estibi31,"Quito, Ecuador",,
2020-06-06 15:57:53,"RT @ArgentinaLiamP: Lo peor es que todos lo estaban mirando JAJAJAJJA miren las caras, no doy más 😂 https://t.co/okQys9bnbg",frdirectionersx,Directionerland,,
2020-06-06 15:57:55,"🔒 Nissan cerrará su planta de Barcelona, donde trabajan más de 3.000 españoles.

https://t.co/jh72RbWuLv",Macu97544095,Londres,,
2020-06-06 15:57:58,"RT @raymundotenorio: 1. Si eres desempleado o estas a un paso, una opción es solicitar recursos de desempleo de tu Afore, pero sabías que d…",jlherrera_g,"Torreón, Coahuila de Zaragoza",,
2020-06-06 15:57:58,"mis condolencias para con tu realidad, si estás atravesando desempleo en pandemia, pero yo quiero quejarme de mi je… https://t.co/mxITjiLyeW",hartastral,Ciudad Autónoma de Buenos Aire,,
2020-06-06 15:58:01,@NAMU9412 @soobinaruto @arttyeon ele gostava de pão e paro de gosta,jaegyuks,t𝗿𝗲𝗮   .弾  ◞  𝘀𝘂𝗿𝗲,,
2020-06-06 15:58:01,"@JuanfraEscudero Pues va a ser que no, lo que hacen es crear paro y pobreza",AnaIsab85447831,,,
2020-06-06 15:58:02,Vou ir dormir e ver se paro de pensar um pouco nisso,gukkietaehy,  𝟗𝟕𝟗𝟓◞♡ ; 젠장,,
2020-06-06 15:58:03,"En EEUU la tasa desempleo (TD) en 5/2020 fue 13.3% y 20.9 millones desempleadas. En abril la TD fue de 14.7%, ambos… https://t.co/UxTlPLm5Ss",cearahatton,,,
2020-06-06 15:58:04,@aysabelvee_ ANG MAHIWAGANG PARU-PARO 😍😍💙 OY KINILIG SI LUNIO DYAN!,quiboghorl,,,
2020-06-06 15:58:05,RT @TigreAmlover: Dicen las buenas lenguas que el CJNG le hizo el paro a @EnriqueAlfaroR para contener la manifestación de los ciduadanos q…,larroyo51,,,
2020-06-06 15:58:07,"DATOS | Peluquerías, industria y construcción salen de los ERTE mientras bancos y medios de comunicación los amplía… https://t.co/UByZQbNVXX",Emma10801,"Badalona, Espanya",,
2020-06-06 15:58:09,"RT @Tiemposalvaje: Junio colas del hambre, ERTE sin cobrar,paro y pobreza ¿el votante del PSOE qué le contará a su familia?..",capadociados,,,
2020-06-06 15:58:10,"RT @Tiemposalvaje: Junio colas del hambre, ERTE sin cobrar,paro y pobreza ¿el votante del PSOE qué le contará a su familia?..",kreuz0n,"Madrid, España",,
2020-06-06 15:58:10,não paro de falar de vc?this is para dar risada? Quando eu falo de vc é para falar mal não bem troux4,Sinaxdeinertx,,,
2020-06-06 15:58:11,"RT @qtf: IMÁGENES de Reforma, Polanco, Embajada de EEUU ... me estruja el corazón. Aterrador ver las consecuencias de los discursos de odio…",MaricelaMoedano,,,
2020-06-06 15:58:11,"RT @Csanchezberzain: La fuerza de la libertad: #EEUU creó 2,5 millones de empleos en mayo y tasa de desocupación cayó a 13,3%. Tras históri…",BoliviaCivil,,,
2020-06-06 15:58:12,Hoy si que no tengo energías para nada. Y desde que me levanté no paro de hacer cosas. 🤦CANSADISIMA,giisefontanet,"Pilar, Argentina",,
2020-06-06 15:58:12,@RosadeLejos6 lo pararon no se paro... y no... no existe,BissoMza,Sunset Park  Brooklyn ,,
2020-06-06 15:58:16,"@bbcmundo 🤦‍♂️hay verdades, mentiras, y estadísticas, no es que se CREARON nuevos empleos, sino que se RECUPERARON… https://t.co/JkjzTVUGlV",enaranjof,Quito,,
2020-06-06 15:58:18,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",Claudia79410707,,,
2020-06-06 15:58:18,Não paro de ouvir essa música (fato consumado) @ripmaia,dfreitas12_,,,
2020-06-06 15:58:18,"Agora é aquela hora que eu paro e penso 
Uma companhia seria legal, uma conversa, umas discussões relevantes...",EduardoMurgolo,,,
2020-06-06 15:58:18,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",piavaldivia76,,,
2020-06-06 15:58:19,"RT @iescolar: Peluquerías, industria y construcción salen de los ERTE mientras bancos y medios de comunicación los amplían https://t.co/5wb…",Marin61857919,,,
2020-06-06 15:58:20,"RT @adrianliberman: Desnutrición, violencia delincuencial, policial y política. Suicidios, presos políticos, inflación, desempleo, ausencia…",NosotrosMismosv,,,
2020-06-06 15:58:21,@kianathetuna @salseress Vale ya paro,ItsIoritz_,@rainbowqrz,,
2020-06-06 15:58:21,"@Giri_1992 @agustinmarra Disculpa pero el dato que brindas es incompleto ya que los seguros de desempleo, en su may… https://t.co/HZwWpl5tmQ",MadeInPeronia,Republic of peronia,,
2020-06-06 15:58:21,Vitor Henrique Paro   entrevista https://t.co/HwYVLScwsh via @YouTube,Geotartari,Rio de Janeiro,,
2020-06-06 15:58:22,"RT @oslopez61: Me encuentro cada día empresas con las que contacto, desbordadas de trabajo, pero con la mayor parte de la plantilla en ERTE…",m_gvil,,,
2020-06-06 15:58:23,RT @CMILANOTICIA: #PreguntaYamid | @MintrabajoCol @angelccabrera anuncia nuevo subsidio para desempleados y explica medidas por efectos de…,yolandaposada20,,,
2020-06-06 15:58:23,Se eu ganho um desse nunca mais paro de chorar de emoção,jessmxavier,,,
2020-06-06 15:58:24,"@MrBarbijo @efe_uno_ Mira que yo hasta no dejarla embetunadas en bosta, no paro. Ojo",Alf_d_melmac,Melmac,,
2020-06-06 15:58:25,"RT @inesibarguen: Por los tres meses. Desempleo, quiebra, ningún protocolo de Salud, ninguna fecha de apertura. Reportes médicos mal hechos…",ssara_9O,Guatemala,,
2020-06-06 15:58:28,"RT @ChauOperetaK: 🇺🇲ESTADOS UNIDOS: Ya se generaron dos millones y medio de puestos de trabajo en plena pandemia.

🇦🇷ARGENTINA: Sigue creci…",EnMar_Martinez,,,
2020-06-06 15:58:29,RT @chafermx: Como tener un paro cardiorrespiratorio en menos de 1 segundo. https://t.co/G1v5XyRwa0,polorob8,born in Starr County,,
2020-06-06 15:58:29,falou com condescendência eu paro de ouvir,oleodeamendoas,"Maceió, Brasil",,
2020-06-06 15:58:30,@AlertaChiapas @3minutosinforma nadamas no se sorprenda que entrando a clases hay paro,nexchus,Chiapas ,,
2020-06-06 15:58:30,"Gente, vamos parar desse assunto desde a madrugada nisso?! Vcs não sabem a hora de parar não? Eu dou minha opinião… https://t.co/2UjwuLMZab",cristwitteira,,,
2020-06-06 15:58:30,Biden califica de “despreciable” que Trump mencionara a George Floyd celebrando los datos del paro en EEUU https://t.co/kgfOKBD5ud,elsolnewspaper,"ÜT: 28.263121,-81.334108",,
2020-06-06 15:58:32,RT @TigreAmlover: Dicen las buenas lenguas que el CJNG le hizo el paro a @EnriqueAlfaroR para contener la manifestación de los ciduadanos q…,Benchito2000,"Puebla, México",,
2020-06-06 15:58:35,RT @PuchiDei: Qué saben de amor si nunca sufrieron ese mini paro cardíaco que te daba ver a la persona que te gustaba conectándose al MSN.,solcuriel,Buenos Aires - Argentina,,
2020-06-06 15:58:35,"RT @ChauOperetaK: 🇺🇲ESTADOS UNIDOS: Ya se generaron dos millones y medio de puestos de trabajo en plena pandemia.

🇦🇷ARGENTINA: Sigue creci…",Milagro1403,Venezuela,,
2020-06-06 15:58:39,quando eu paro pra pensar nas minhas antigas atitudes,vctrlndr,,,
2020-06-06 15:58:41,@radiomitre Porque con ellos en la oposiciòn jamàs se hubiera podido hacer la cuarentena.. xq la ¨libertad de trans… https://t.co/MutaLtmbMp,anaavazz,Buenos Aires,,
2020-06-06 15:58:43,RT @debora_gbarbosa: Meu dilema do YouTube é muito simples: ou eu leio os comentários pra receber feedback e ver o que vocês querem que eu…,alberto_janones,,,
2020-06-06 15:58:43,"RT @cordobexit: Es genial que la misma persona en TN que hacía notas de como subían los precios, ahora te muestra ""un país que vuelve a la…",Gazorpazorpfiel,Wakanda,,
2020-06-06 15:58:46,"RT @ONMPRIOAXACA: Millones de familias mexicanas sufren desempleo y falta de recursos por la crisis de salud. Sin seguro de desempleo, lo j…",HECTOR2730,,,
2020-06-06 15:58:47,@migracion_legal Y los pasos a seguir para los venezolanos que nos queremos ir por desempleo,EdisonInciarte,,,
2020-06-06 15:58:48,"RT @emyDbrito: Eu tô assim revoltada com meu bucho que tá parecendo de grávida,  mas também não paro de comer que nem uma louca",adudvega,"Cacoal, Brasil",,
2020-06-06 15:58:48,RT @FroilLannister: ¿Cuándo va a llegar el ERTE de Inditex que todos los progres y medios afines anunciaban desde el primer día del Estado…,LNoript,TENERIFE,,
2020-06-06 15:58:49,"RT @ChauOperetaK: 🇺🇲ESTADOS UNIDOS: Ya se generaron dos millones y medio de puestos de trabajo en plena pandemia.

🇦🇷ARGENTINA: Sigue creci…",julio71941988,,,
2020-06-06 15:58:49,"¿Tienes casoplón y sueldazo y eres de Podemos?...me alegro!!. Eres currante, estas al paro, ¿y esperas que el Colet… https://t.co/U14L1BJmrH",LoboHuargowolf,,,
2020-06-06 15:58:51,@jeonscoffe paro 🤚,lipvant,"金'  :  ＠ 𝘵𝘢𝘦
my everything 𝗳𝗼𝗿𝗲𝘃𝗲𝗿. ✦",,
2020-06-06 15:58:56,"RT @FrayJosepho: El turismo en la ruina, los autónomos desesperados, muchas empresas cerradas, subidas asfixiantes de impuestos, aumento br…",mercede41243637,,,
2020-06-06 15:58:57,@abhimthekid @najaemong Erte 😁🤝,seongmet,"ㅤ
  ⋆  nëmø #ZERO3
  ⋆  ircnebce bulol
  ⋆  teman bermain flawlessdoy
  ⋆  tgeyoung owns me — ! ♡
ㅤ",,
2020-06-06 15:58:59,"@DianaKalaf É catártico demais organizar livros. De vez em quando eu paro para reorganizar os meus.
Mas assim, eu n… https://t.co/JyfIk7YXMO",theoisaniceguy,,,
2020-06-06 15:59:00,"me va a dar un paro cardíaco x''d
ayudAaAaAaAaAaAaAa https://t.co/AMxxDNZcG2",FUUN42686344,,,
2020-06-06 15:59:01,"RT @raymundotenorio: 2.Entre los errores y destrucción de política económica de este Gobierno de 4T, sumados a los efectos del confinamient…",jlherrera_g,"Torreón, Coahuila de Zaragoza",,
2020-06-06 15:59:03,RT @pagina12: Paro y movilización en Uruguay contra el ajuste en plena pandemia https://t.co/XZbGHVKgRQ,yopaomontenegro,,,
2020-06-06 15:59:03,RT @debora_gbarbosa: Meu dilema do YouTube é muito simples: ou eu leio os comentários pra receber feedback e ver o que vocês querem que eu…,irnamartinelli,Rio de Janeiro - RJ,,
2020-06-06 15:59:04,"la culpa es del pp, que pareceis nuevos",GAsteroides,"Madrid, Comunidad de Madrid",,
2020-06-06 15:59:05,O está canijo el desempleo o a la Susana le gusta andar de metiche cada que puede ooooooo como ya nadie la peló des… https://t.co/nu5PS4tzpJ,Khale_Chriagop,"León, Gto., México",,
2020-06-06 15:59:07,"@Royal605 @MURPHEX Me sigam ai sigo, de volta 🔥
Se parar de seguir tbm paro.🤙🏻❌",com_malvada,,,
2020-06-06 15:59:08,"@Sar_Ramirez @TheXXLMAN +100

En ocasiones paro, miro el móvil e imagino como hubiese reaccionado al mismo a princi… https://t.co/ZmUPtLL2I5",cibernicola_es,"Salou, España",,
2020-06-06 15:59:11,última vez q meu celu caiu no banheiro virou um monte de nada slc kkkkk derrubei o meu agr e coração até paro,hug_by1,"Mandaguari, Brasil",,
2020-06-06 15:59:12,Eu invento de arrumar a casa ouvindo músicas do tik tok ai as que eu sei as dancinhas eu paro pra dançar,BalandinoMaddu,Brasil,,
2020-06-06 15:59:12,"RT @Regia_Pam: La izquierda y el virus  son la causa de todos los males. La desobediencia a las normas que permite el contagio, y el desemp…",Isabellarulis,Valparaíso... Curauma. ,,
2020-06-06 15:59:13,"@Nkeche1 @MURPHEX Me sigam ai sigo, de volta 🔥
Se parar de seguir tbm paro.🤙🏻❌",com_malvada,,,
2020-06-06 15:59:16,RT @bollitoangelito: En esta cuarentena me he dedicado al bordado como pasión y emprendimiento para no caer en el foso del desempleo de los…,cobitchh,España,,
2020-06-06 15:59:17,"RT @cristwitteira: Gente, vamos parar desse assunto desde a madrugada nisso?! Vcs não sabem a hora de parar não? Eu dou minha opinião e par…",zeeroseanne,,,
2020-06-06 15:59:23,RT @JavierArocaA: Pues resulta que el entusiasmo sobre las cifras del paro en EEUU era un error estadístico .  Y ėstos no son epidemiólogos.,xenalun,"Madrid, España",,
2020-06-06 15:59:26,"RT @__jullynegra: Caralho, eu fico cansada quando eu to falando e a pessoa me interrompe. Paro logo de falar",pjlooks,ten ✩ hongjoong,,
2020-06-06 15:59:26,Lo primero que van a decir cuando salga mi carro es que lo estoy montando con los chavos del desempleo 😂,Carlosmax23,,,
2020-06-06 15:59:27,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",sotanaz1,,,
2020-06-06 15:59:27,"@derricknomanyo2 @MURPHEX Me sigam ai sigo, de volta 🔥
Se parar de seguir tbm paro.🤙🏻❌",com_malvada,,,
2020-06-06 15:59:27,"Seguirán echando la culpa a los demás.

#SANCHEZAPRISION #IglesiasAPrision #IreneMonteroAPrision",sanmi82807282,,,
2020-06-06 15:59:28,"@analu_dxx eu fico com raiva sempre que paro pra pensar no lugar que eu moro
obg por me lembrar da minha maior frustração.",Svrthvn,🦇,,
2020-06-06 15:59:28,@djloonyofngrl Hahaha mahilig sa paru paro hahaha sinadya ko talaga yung pari paro na yan,aysabelvee_,Sa house,,
2020-06-06 15:59:28,"RT @cearahatton: En EEUU la tasa desempleo (TD) en 5/2020 fue 13.3% y 20.9 millones desempleadas. En abril la TD fue de 14.7%, ambos datos…",pujolsramon,"Santo Domingo, Dominican Repub",,
2020-06-06 15:59:29,"RT @cordobexit: Es genial que la misma persona en TN que hacía notas de como subían los precios, ahora te muestra ""un país que vuelve a la…",PieNPi,Argentina,,
2020-06-06 15:59:30,https://t.co/4znkA1dAPw,Danilodenii,"Gualeguaychú, Argentina",,
2020-06-06 15:59:32,Paro's new name: Oli London simp. https://t.co/AT0VItLrEQ,ot7household,Namkanda,,
2020-06-06 15:59:33,"@khadija_banu onek cute apu tmi bt sobar apu hole hobe,,friend to hote paro",tasbirshorif1,Kotchandpur Jessore Bangladesh,,
2020-06-06 15:59:35,"No los conozco, pero hay que reconocer que es un buen detalle en estos tiempos.",Placi__,"Madrid, España",,
2020-06-06 15:59:39,RT @carlesenric: ¿Por que el @Congreso_Es no plantea un ERTE a los diputados?. Que cobren un 70% del sueldo con un máximo de 1089 como todo…,Tatoon,Pucela (Spain),,
2020-06-06 15:59:39,RT @TigreAmlover: Dicen las buenas lenguas que el CJNG le hizo el paro a @EnriqueAlfaroR para contener la manifestación de los ciduadanos q…,AraceliRodSol,México,,
2020-06-06 15:59:40,"Que están contentos, porque si llega a Gobernar la derecha hubiese sido peor",luissuarezherna,España,,
2020-06-06 15:59:40,"RT @sergiofimbres: 📰 Asolan Polanco; abusan policías

🗞 Pandemia por covid lleva a universitarios rumbo al desempleo

📰 Dos Bocas aountalar…",dm71_alex,Veracruz,,
2020-06-06 15:59:41,RT @empleo_SEPE: Recordamos a las #empresas 👉En nuestra web tienen disponible una Guía Básica para comunicar las MODIFICACIONES que se real…,ccooine,,,
2020-06-06 15:59:42,"Tengo mis dudas, creo q crecerá bastante mas sobre el 25% de desempleo contando q el #Turismo 18% #PIB #Automoción… https://t.co/s8T3PDVtIu",cgarciall,"Esparreguera, España",,
2020-06-06 15:59:42,RT @5Hadams: #CanalOT6J Alucino con algunas fans de Samantha. No paro de ver tweets insultando a los de OT y etiquetandolos por una final “…,ejercitohugonic,,,
2020-06-06 15:59:42,RT @debora_gbarbosa: Meu dilema do YouTube é muito simples: ou eu leio os comentários pra receber feedback e ver o que vocês querem que eu…,SelmaGoularte,Florianopolis,,
2020-06-06 15:59:43,"RT @qtf: IMÁGENES de Reforma, Polanco, Embajada de EEUU ... me estruja el corazón. Aterrador ver las consecuencias de los discursos de odio…",MAR1966ALE,"Nayarit, México",,
2020-06-06 15:59:44,RT @ExpPolitica: Trabajadores de la salud convocan a un paro activo el 1 de julio para exigir insumos de protección contra el #CoViD19 http…,kujunior,,,
2020-06-06 15:59:48,"RT @PasMartn: He leido “el contrainforme del 8M”, que ya es mérito, y no paro de partirme tol’ mondongo.
Claro que el 8M no es culpable de…",Talmapa,Aranda de Duero,,
2020-06-06 15:59:49,RT @FroilLannister: ¿Cuándo va a llegar el ERTE de Inditex que todos los progres y medios afines anunciaban desde el primer día del Estado…,SequiaDe,,,
2020-06-06 15:59:49,"RT @ChauOperetaK: 🇺🇲ESTADOS UNIDOS: Ya se generaron dos millones y medio de puestos de trabajo en plena pandemia.

🇦🇷ARGENTINA: Sigue creci…",Igna_Schwartz1,"Córdoba, Argentina",,
2020-06-06 15:59:51,"RT @raymundotenorio: 4. Desde luego el Gobierno paga tasa de interés por lo que le prestas, pero mas baja por cierto, comparada con el rest…",jlherrera_g,"Torreón, Coahuila de Zaragoza",,
2020-06-06 15:59:51,"RT @PuroBareback: Les compartiré un video muy cabrón, bueno para ellos que andan de ratotas... a mi se me paro el fierro! 🤣
Les parece cali…",negro2177733203,,,
2020-06-06 15:59:52,"RT @GquirogaGonzalo: ""La caída del PIB para este año al 12% (un desplome que implica una caída de la riqueza de 130.000 millones), con un d…",cgarciall,"Esparreguera, España",,
2020-06-06 15:59:52,"RT @carlospirovano: La tasa de desempleo de USA cayó del 14.7% en mayo al 13,3% en junio. Se crearon2,5 millones de nuevos trabajos. Un mer…",pavez_oscar,santiago de chile ,,
2020-06-06 15:59:54,RT @FroilLannister: ¿Cuándo va a llegar el ERTE de Inditex que todos los progres y medios afines anunciaban desde el primer día del Estado…,bruabu,,,
2020-06-06 15:59:56,"RT @NCLaAldea: La crisis de la #Covid_19  deja 850 personas en situación de desempleo, casi 50 empresas con ERTE y la paralización del grup…",FeyDaz,LA ALDEA DE SAN NICOLÁS,,
2020-06-06 15:59:57,"RT @Aranciojelyfish: ※再掲
『绿谷总受哨兵向导PARO』 https://t.co/6cuPWprdsm",dabi_hawk,,,
2020-06-06 15:59:58,"RT @rorislamejor: En México estamos de luto ante tanta muerte, desde que llegó López y Morena tenemos muertos por: 
1. cáncer sin medicamen…",lebastar,Mexico D.F.,,
2020-06-06 16:00:00,"“De acuerdo al estudio de la OCDE, sobre la educación superior, México se encuentra entre los países con mayor prop… https://t.co/tnHpgUGUxK",MexicanadeBecas,México,,
2020-06-06 16:00:00,"RT @mj_zaragoza26: Me dijeron que el 10 de mayo cobraría el Erte, NO LO COBRÉ, me dijeron que cobraría los dos meses antes del 10 de junio,…",Manolotf,"Islas Baleares, España",,
2020-06-06 16:00:01,https://t.co/6eQrnQwLPX,aiigremio,"Vivar #1432, Piso 2",,
2020-06-06 16:00:01,Eu paro de seguir a pessoa pra parar de ver merda mas ela continua aparecendo pq os outros curtem😭😭,felicetti_xx,Brasil,,
2020-06-06 16:00:01,RT @LuisMarquezP: Trump diciendo que George Floyd estará contento desde el cielo porque ha bajado el paro en USA 🤷🏻‍♂️ y Bolsonaro que los…,Nitcbp,Càdiz,,
2020-06-06 16:00:00,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",miranda_yany,"Rancagua, Chile",,
2020-06-06 16:00:02,"#México | En paro indefinido, trabajadores de limpia de Morelia 
 #LoMásLeído 
https://t.co/GTNMY3TyOQ",NotiWorld24,Worldwide,,
2020-06-06 16:00:03,"RT @mantoniotl: Hace falta mas de la mitad para ser un verdadero contrapeso para el inútil de @lopezobrador_, que sean 20 gobernadores, es…",aislie28,,,
2020-06-06 16:00:03,no paro de hacerme la cabeza jajajaja,MaxiMartinezzz,"Buenos Aires, Argentina",,
2020-06-06 16:00:06,RT @ExpPolitica: Trabajadores de la salud convocan a un paro activo el 1 de julio para exigir insumos de protección contra el #CoViD19 http…,dralexgiles,"Querétaro, Querétaro Arteaga",,
2020-06-06 16:00:07,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",magisa_,,,
